robust, target, y_pred, time_setup, time_star, time_verify, line_number, file_path, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
1, 1, 1, 0.005665, 0.087897, 0.056199, 1, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0026.mat, 209.004501, -84.276802, 178.543320, 120.107887, 50.081940, 36.478340, 202.333832, -116.279228, -42.469467, 154.130692
1, 1, 1, 0.004665, 0.078511, 0.053547, 2, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0001.mat, 217.515106, -125.849251, 201.131958, 141.005066, 28.385525, 20.346973, 210.571518, -139.651016, -32.937935, 153.642654
1, 1, 1, 0.005853, 0.084667, 0.046238, 3, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0039.mat, 204.046112, -128.726990, 189.600845, 140.181488, 29.396101, 16.364246, 196.434387, -133.614273, -24.150269, 148.725418
1, 1, 1, 0.004370, 0.072812, 0.037602, 4, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0035.mat, 218.775314, -140.278564, 204.098694, 151.325851, 30.342573, 16.542990, 210.561050, -144.293243, -25.124289, 159.210495
1, 1, 1, 0.004403, 0.076239, 0.041701, 5, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0053.mat, 236.501282, -141.077042, 216.787582, 158.723557, 38.224049, 22.478794, 227.725983, -151.132599, -30.704512, 173.178482
1, 1, 1, 0.004768, 0.075594, 0.041261, 6, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0048.mat, 172.507385, -142.343628, 172.485291, 133.920883, 7.635486, -0.762010, 165.705566, -128.345139, -9.163084, 122.324211
1, 1, 1, 0.005019, 0.077458, 0.041222, 7, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0044.mat, 242.853195, -132.799683, 218.224564, 157.444061, 45.454708, 28.344500, 233.984085, -149.654144, -35.584923, 179.065781
1, 1, 1, 0.005327, 0.084117, 0.048245, 8, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0059.mat, 216.599670, -149.535004, 205.938492, 154.711273, 24.561806, 11.730452, 208.337112, -147.745987, -21.292500, 156.532593
1, 1, 1, 0.008592, 0.096203, 0.103605, 9, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0072.mat, 262.873779, -164.771439, 243.839493, 180.059570, 38.369133, 21.484089, 252.981903, -171.634964, -31.435417, 191.641739
1, 1, 1, 0.007416, 0.098458, 0.164018, 10, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0016.mat, 209.347977, -107.570503, 187.093445, 131.086868, 38.673435, 26.527599, 202.325104, -126.977119, -34.586670, 152.290756
