robust, target, y_pred, time_setup, time_star, time_verify, line_number, file_path, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
1, 1, 1, 0.006632, 0.063104, 0.044238, 1, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0026.mat, 123.057426, -142.796448, 111.781471, 107.905159, 1.814149, -15.976518, -22.236208, 2.439467, 17.599167, 3.841759
1, 1, 1, 0.004018, 0.060435, 0.036958, 2, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0001.mat, 137.184723, -165.425400, 124.936440, 84.953911, 3.090944, -14.566083, -37.571098, -10.815392, 22.228960, 28.966751
1, 1, 1, 0.004179, 0.063924, 0.039719, 3, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0039.mat, 135.181946, -154.687424, 112.964638, 49.041832, 34.441395, -1.773942, -43.460384, -10.208868, 22.741713, 18.531387
1, 1, 1, 0.003946, 0.061488, 0.017974, 4, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0035.mat, 150.620987, -179.175629, 135.237549, 73.815224, 19.307358, -13.688828, -49.257126, -15.429773, 24.279688, 32.317631
1, 1, 1, 0.004615, 0.063096, 0.023269, 5, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0053.mat, 160.607330, -184.064850, 118.189972, 101.665359, 22.764971, 18.917908, -9.848142, 16.798079, 25.940763, -7.186817
1, 1, 1, 0.004105, 0.069971, 0.020077, 6, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0048.mat, 185.677246, -209.965820, 176.157501, 89.345978, 41.607967, -33.759979, -79.716743, -25.827082, 29.102892, 30.892612
1, 1, 1, 0.004048, 0.062102, 0.038913, 7, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0044.mat, 102.793861, -127.825218, 96.948128, 73.147636, -5.093192, -14.906049, -27.021502, -8.763842, 15.586481, 26.267162
1, 1, 1, 0.003742, 0.063070, 0.018666, 8, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0059.mat, 143.716507, -162.488953, 123.052696, 98.638252, 20.396622, -8.476747, -30.155149, 1.931784, 21.940369, 1.615643
1, 1, 1, 0.003752, 0.064330, 0.019177, 9, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0072.mat, 201.165604, -242.811157, 165.057083, 161.418503, -5.625943, 2.404678, -14.240067, 13.466238, 30.590748, 12.280521
1, 1, 1, 0.004352, 0.063845, 0.037974, 10, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0016.mat, 165.815979, -159.622589, 158.665298, 13.560310, 23.672613, -31.213356, -102.174889, -47.841457, 48.739372, 35.499722
1, 1, 1, 0.003651, 0.060469, 0.017628, 11, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0010.mat, 160.495041, -194.169724, 145.810394, 94.913414, 8.594981, -16.548630, -45.874371, -13.496023, 25.196138, 35.012760
1, 1, 1, 0.003581, 0.060335, 0.018523, 12, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0079.mat, 178.153610, -204.136719, 140.072617, 89.486275, 34.728783, 9.189116, -33.777222, 2.751593, 29.318686, 8.243366
1, 1, 1, 0.003635, 0.061465, 0.036360, 13, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0049.mat, 172.063080, -189.749344, 143.684448, 31.825294, 67.815109, -3.341431, -72.484779, -21.171179, 29.984671, 23.550175
1, 1, 1, 0.003636, 0.061421, 0.040281, 14, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0080.mat, 144.412735, -159.244614, 112.623077, 35.198727, 53.647202, 8.133334, -46.084118, -7.608121, 25.214838, 9.841923
1, 1, 1, 0.003694, 0.065510, 0.019738, 15, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0019.mat, 141.718338, -168.731949, 130.751526, 104.090950, 3.524200, -19.087521, -35.408066, -6.583818, 21.182005, 20.594387
1, 1, 1, 0.003805, 0.068358, 0.020508, 16, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0081.mat, 164.045807, -187.992188, 143.585587, 96.309822, 25.894135, -12.654405, -44.836464, -6.551713, 25.669878, 14.647686
1, 1, 1, 0.006410, 0.068658, 0.022558, 17, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0078.mat, 156.916382, -185.645340, 139.539886, 73.973457, 22.967636, -12.586114, -51.281479, -15.531870, 25.447329, 32.003567
1, 1, 1, 0.004177, 0.070069, 0.047938, 18, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0027.mat, 126.140724, -154.251801, 107.079453, 107.425217, -8.809163, -1.512734, -7.386735, 7.520968, 20.023636, 9.529339
1, 1, 1, 0.004810, 0.066441, 0.018479, 19, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0015.mat, 136.474167, -164.027069, 111.623123, 105.620857, -0.970181, 2.085372, -11.313985, 8.344042, 20.944075, 8.292606
1, 1, 1, 0.003766, 0.061544, 0.037058, 20, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0056.mat, 158.850647, -193.976532, 144.398468, 105.106827, 1.016631, -16.325264, -39.586308, -10.224756, 24.518358, 33.424343
1, 1, 1, 0.003651, 0.061923, 0.024982, 21, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0069.mat, 140.160110, -168.696747, 116.893227, 104.196724, 0.335586, -0.801720, -16.529577, 5.031100, 21.587502, 12.402302
1, 1, 1, 0.004774, 0.062094, 0.036319, 22, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0042.mat, 99.097137, -105.147919, 69.345184, 30.294237, 41.131729, 15.221450, -20.004465, 5.080096, 17.314028, -8.911289
1, 1, 1, 0.003582, 0.060721, 0.017656, 23, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0034.mat, 151.916885, -177.104523, 131.346741, 138.977829, -1.394570, -10.318391, -15.291947, 10.895357, 21.819296, -1.626469
0, 1, 1, 0.003577, 0.060249, 0.021462, 24, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0006.mat, 146.789642, -175.953247, 139.599518, 88.842583, 20.189085, 46.098507, 4.858285, 27.331352, 48.793495, -47.644360
1, 1, 1, 0.003865, 0.061791, 0.019112, 25, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0047.mat, 120.179497, -131.303879, 111.699440, 44.872410, 39.803513, -19.563183, -56.565845, -17.731878, 19.377748, 15.436405
1, 1, 1, 0.003685, 0.060659, 0.017258, 26, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0020.mat, 135.073868, -141.301941, 128.574982, 96.099197, 35.716930, -30.082333, -50.104469, -6.494421, 19.409801, -7.274906
1, 1, 1, 0.003952, 0.071835, 0.017556, 27, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0012.mat, 113.376915, -130.171280, 102.227524, 24.372871, 35.029980, -11.247487, -54.110405, -21.069792, 19.453119, 28.763031
1, 1, 1, 0.003743, 0.063977, 0.019032, 28, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0021.mat, 123.476860, -128.646118, 116.778191, 83.690224, 35.255394, -26.435543, -46.911629, -6.465993, 17.950062, -6.589970
1, 1, 1, 0.003653, 0.061980, 0.018433, 29, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0014.mat, 102.765205, -117.926643, 87.530731, 34.847942, 26.705925, -3.453297, -36.275993, -10.181551, 17.345423, 16.869541
1, 1, 1, 0.003657, 0.062399, 0.024367, 30, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0068.mat, 144.389908, -169.760376, 119.367401, 84.560722, 16.221836, 0.193771, -27.858618, -0.300897, 23.125380, 13.960987
1, 1, 1, 0.004736, 0.069963, 0.037281, 31, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0045.mat, 131.406769, -138.573914, 105.126328, 26.052525, 61.793526, 3.404159, -48.617138, -8.991064, 24.041552, 1.218662
1, 1, 1, 0.003688, 0.061793, 0.018436, 32, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0031.mat, 119.931091, -110.221046, 99.803833, 10.170649, 27.822289, -3.368051, -56.159981, -19.186262, 35.308990, 3.867414
1, 1, 1, 0.003645, 0.060585, 0.017096, 33, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0057.mat, 136.164871, -150.484863, 108.847832, 77.016716, 31.850521, 2.373649, -27.095007, 4.488814, 21.764391, -4.386326
1, 1, 1, 0.003721, 0.061541, 0.017467, 34, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0058.mat, 147.285721, -161.497925, 132.927994, 53.098583, 18.307981, -15.478486, -59.296196, -21.766619, 31.479227, 26.806828
1, 1, 1, 0.004523, 0.059681, 0.017747, 35, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0025.mat, 172.299805, -195.267334, 112.745758, 131.507401, 18.907700, 38.528763, 17.802099, 38.876263, 27.477442, -31.420300
1, 1, 1, 0.003638, 0.062550, 0.017126, 36, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0043.mat, 110.828316, -134.155457, 96.821617, 75.644737, 1.821937, -6.296658, -21.800501, -2.482786, 17.188808, 17.196659
1, 1, 1, 0.003619, 0.060644, 0.018236, 37, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0033.mat, 117.155556, -120.196991, 103.178459, 68.556488, 41.100197, -14.527078, -39.883202, -2.140226, 17.819422, -11.588211
1, 1, 1, 0.003942, 0.060431, 0.020298, 38, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0071.mat, 106.535713, -123.087685, 86.542717, 52.307018, 19.728380, 2.000873, -24.109278, -1.589357, 17.520718, 9.252247
1, 1, 1, 0.005728, 0.069349, 0.017164, 39, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0038.mat, 192.592667, -234.704666, 183.924911, 101.787033, 12.352733, -31.491402, -71.958908, -28.828653, 30.352160, 56.845539
1, 1, 1, 0.003890, 0.064598, 0.018205, 40, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0077.mat, 148.905426, -164.212006, 125.985840, 47.445370, 50.450920, -5.944588, -55.981564, -13.400751, 25.019171, 14.269642
1, 1, 1, 0.003677, 0.061212, 0.018487, 41, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0011.mat, 154.492218, -182.694519, 144.048248, 55.071976, 29.964954, -21.144077, -67.713051, -27.232969, 25.485323, 43.617023
1, 1, 1, 0.003731, 0.063032, 0.018492, 42, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0036.mat, 127.462997, -139.439865, 95.759499, 33.286137, 48.327843, 11.882800, -35.228031, -2.357061, 22.312822, 2.979923
1, 1, 1, 0.003652, 0.063196, 0.098360, 43, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0022.mat, 116.898727, -134.461014, 95.990715, 22.423222, 54.331497, 15.265193, -35.013638, -3.147611, 22.416733, 1.457504
1, 1, 1, 0.004103, 0.062745, 0.037233, 44, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0050.mat, 141.266647, -163.231598, 109.033447, 110.223450, 9.211450, 9.142219, -5.570909, 16.486311, 21.723186, -7.741856
1, 1, 1, 0.003657, 0.060239, 0.017021, 45, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0073.mat, 152.039047, -181.161453, 130.998749, 90.656136, 12.437724, -6.557320, -34.702793, -5.278657, 24.097500, 22.430798
1, 1, 1, 0.004259, 0.061639, 0.017925, 46, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0062.mat, 177.506393, -187.474182, 98.409081, 94.526299, 58.666191, 61.760727, 17.459574, 46.413376, 30.462500, -53.916553
1, 1, 1, 0.003640, 0.060751, 0.036619, 47, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0040.mat, 140.608337, -158.457458, 116.526840, 83.874214, 26.105179, -2.530106, -30.175978, 1.505759, 22.189114, 2.234394
1, 1, 1, 0.003821, 0.062826, 0.163368, 48, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0061.mat, 145.395691, -168.900360, 119.473297, 67.952362, 44.996922, 15.354671, -26.365984, 6.620268, 25.852659, -6.329548
1, 1, 1, 0.003837, 0.064619, 0.040507, 49, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0017.mat, 158.951859, -110.680054, 143.279892, 2.014164, -7.276993, -22.030716, -94.157089, -41.608284, 71.191109, -5.214254
1, 1, 1, 0.003656, 0.065018, 0.018273, 50, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0024.mat, 129.630966, -163.055023, 122.655807, 103.294044, -14.063161, -19.194702, -28.681189, -8.246130, 19.201700, 32.363018
