robust, target, y_pred, time_setup, time_star, time_verify, line_number, file_path, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10
1, 1, 1, 0.123091, 0.172737, 1.394097, 1, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0026.mat, 86.756668, 41.430298, 84.439865, -75.315994, 9.154851, 22.360640, -36.904537, 21.525135, -66.562592, -30.504169
1, 1, 1, 0.027604, 0.102540, 0.147639, 2, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0001.mat, 135.675262, 54.971905, 132.513977, -123.663986, 8.198493, 41.547115, -56.048470, 27.775656, -105.561066, -49.645126
1, 1, 1, 0.016113, 0.091402, 0.053404, 3, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0039.mat, 76.370514, 34.459675, 74.586380, -66.057800, 6.165317, 22.351551, -31.210629, 18.493584, -57.052166, -33.022114
1, 1, 1, 0.020220, 0.090256, 0.107770, 4, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0035.mat, 121.936462, 54.848991, 119.025017, -105.453201, 9.723380, 35.700138, -49.716492, 29.505587, -90.996986, -52.895958
1, 1, 1, 0.036179, 0.106310, 0.080596, 5, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0053.mat, 108.007782, 25.132872, 106.223595, -113.221054, -3.597571, 42.897358, -43.828621, 9.008548, -91.329033, -29.801180
1, 1, 1, 0.015825, 0.090217, 0.039316, 6, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0048.mat, 121.088074, 43.789150, 119.006897, -95.734390, 17.643040, 43.957348, -50.212860, 3.742403, -82.873848, -30.616459
1, 1, 1, 0.015498, 0.088653, 0.037675, 7, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0044.mat, 113.726608, 64.489662, 109.438133, -99.951416, 21.567736, 15.909330, -54.839893, 30.510349, -95.043144, -8.922451
1, 1, 1, 0.016206, 0.089081, 0.036001, 8, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0059.mat, 123.351532, 63.801453, 119.417755, -107.674065, 17.635218, 25.251469, -55.575874, 31.715111, -98.400848, -28.274342
1, 1, 1, 0.006576, 0.089255, 0.085970, 9, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0072.mat, 108.038773, 49.981548, 105.310783, -93.599556, 9.905371, 29.864241, -44.930588, 26.450260, -81.675171, -42.734753
1, 1, 1, 0.006789, 0.086827, 0.034032, 10, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0016.mat, 123.751266, 55.497639, 119.672546, -114.926895, 21.364487, 25.012959, -60.361015, 15.268657, -106.265457, 9.253346
1, 1, 1, 0.009024, 0.086126, 0.099891, 11, C:\Users\camer\Documents\data\LibriSpeech\train-clean-100\211\122425\211-122425-0010.mat, 136.193466, 63.157181, 132.135178, -124.391235, 15.405488, 31.891243, -60.873474, 30.039745, -111.164200, -28.372850
